task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
664	1c/76db6f	79732	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_READDUPLICATION (WTG0R1D3)	COMPLETED	0	2023-04-24 00:57:02.793	25m 5s	4m 9s	104.6%	8.1 GB	9.6 GB	2.6 GB	128.6 KB
260	e2/1034cd	79733	NFCORE_RNASEQ:RNASEQ:DUPRADAR (32G0R4D4)	COMPLETED	0	2023-04-24 00:58:17.726	23m 55s	3m 47s	107.1%	270.7 MB	5.5 GB	7.1 GB	369.5 MB
697	4a/596a7a	79737	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_INFEREXPERIMENT (WT70R1D4)	COMPLETED	0	2023-04-24 01:01:27.803	20m 45s	3s	303.3%	108 MB	1.6 GB	36.1 MB	700 B
510	d5/95f682	79736	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:SAMTOOLS_INDEX (WT70R3D3)	COMPLETED	0	2023-04-24 00:59:47.791	22m 50s	22s	143.3%	19.2 MB	220.9 MB	2.4 GB	666.3 KB
643	15/c096c3	79739	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:SAMTOOLS_INDEX (WTG0R3D3)	COMPLETED	0	2023-04-24 01:02:05.196	20m 58s	25s	139.1%	14.4 MB	220.9 MB	2.7 GB	543.6 KB
638	43/4735d6	79735	NFCORE_RNASEQ:RNASEQ:DUPRADAR (WT7005R1D4)	COMPLETED	0	2023-04-24 00:59:32.790	24m 40s	3m 50s	106.5%	345.4 MB	5.5 GB	8.2 GB	1.5 GB
539	3c/7fb1da	79741	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_REVERSE:UCSC_BEDCLIP (32701R4D4)	COMPLETED	0	2023-04-24 01:03:42.871	20m 35s	3s	94.2%	7.6 MB	18.5 MB	215.9 MB	215.8 MB
640	1f/b12c03	79742	NFCORE_RNASEQ:RNASEQ:STRINGTIE_STRINGTIE (WT7005R1D4)	COMPLETED	0	2023-04-24 01:03:47.838	21m 25s	56s	120.2%	754.2 MB	1 GB	1.6 GB	20.8 MB
688	96/d3ef37	79743	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_INNERDISTANCE (32G0R1D4)	COMPLETED	0	2023-04-24 01:04:37.833	21m 15s	37s	134.3%	320 MB	1.9 GB	155.3 MB	69.3 MB
571	fe/b2a950	79740	NFCORE_RNASEQ:RNASEQ:BEDTOOLS_GENOMECOV (WTG0R4D3)	COMPLETED	0	2023-04-24 01:03:22.847	23m 40s	3m 56s	110.4%	3 GB	3.6 GB	4.6 GB	1009.1 MB
567	cc/83ab93	79738	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_READDUPLICATION (WT7005R3D3)	COMPLETED	0	2023-04-24 01:01:57.791	25m 15s	4m 54s	104.2%	8.3 GB	9.8 GB	3.1 GB	139.5 KB
630	d1/a53cf2	79744	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_BAMSTAT (WTG0R4D3)	COMPLETED	0	2023-04-24 01:04:52.847	22m 55s	1m 49s	107.1%	115.9 MB	1.6 GB	2.1 GB	1.2 KB
699	bd/9188f7	79748	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_FORWARD:UCSC_BEDGRAPHTOBIGWIG (WT70R1D3)	COMPLETED	0	2023-04-24 01:06:48.116	21m 15s	15s	96.1%	16.3 MB	42.7 MB	839.2 MB	56.2 MB
676	eb/ca28b4	79746	NFCORE_RNASEQ:RNASEQ:QUANTIFY_STAR_SALMON:SALMON_QUANT (WTG0R3D4)	COMPLETED	0	2023-04-24 01:06:22.834	21m 55s	1m 16s	520.2%	2.6 GB	3 GB	2.7 GB	1.6 MB
696	99/deb6bb	79751	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_INNERDISTANCE (WT70R1D4)	COMPLETED	0	2023-04-24 01:08:12.842	20m 40s	43s	129.5%	320 MB	1.9 GB	157.1 MB	72 MB
694	bb/b04100	79747	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_JUNCTIONSATURATION (WT70R1D4)	COMPLETED	0	2023-04-24 01:06:47.835	22m 10s	1m 43s	112.6%	208.8 MB	1.7 GB	2.1 GB	16.6 KB
705	cc/3fb063	79755	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_INFEREXPERIMENT (3270R4D3)	COMPLETED	0	2023-04-24 01:14:52.832	14m 10s	2s	447.8%	111.7 MB	1.6 GB	34.2 MB	700 B
692	91/60813e	79753	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_JUNCTIONANNOTATION (WT70R1D4)	COMPLETED	0	2023-04-24 01:11:43.087	18m 5s	1m 26s	114.2%	117.5 MB	1.6 GB	2.1 GB	4.9 MB
672	bd/0ab035	79758	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_FORWARD:UCSC_BEDGRAPHTOBIGWIG (32701R1D4)	COMPLETED	0	2023-04-24 01:17:17.839	12m 45s	14s	97.3%	16.2 MB	42.7 MB	809.8 MB	53.2 MB
431	7e/c73348	79759	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_INFEREXPERIMENT (WT701R3D4)	COMPLETED	0	2023-04-24 01:17:52.883	12m 35s	2s	396.3%	114 MB	1.6 GB	35.1 MB	700 B
690	2a/1f48cd	79760	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_JUNCTIONSATURATION (32G0R1D4)	COMPLETED	0	2023-04-24 01:18:27.837	12m 20s	16s	184.4%	116.3 MB	1.6 GB	334.5 MB	16.6 KB
631	c8/908ec6	79757	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_READDISTRIBUTION (WTG0R4D3)	COMPLETED	0	2023-04-24 01:16:52.838	14m 20s	2m 12s	106.4%	173.4 MB	1.7 GB	2.1 GB	1.6 KB
711	85/53a688	79761	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_JUNCTIONSATURATION (3270R4D3)	COMPLETED	0	2023-04-24 01:19:57.838	11m 40s	50s	125.3%	160.2 MB	1.7 GB	1 GB	16.4 KB
579	b0/24118d	79754	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_READDISTRIBUTION (32G0R3D3)	COMPLETED	0	2023-04-24 01:13:57.834	18m 5s	3m 8s	104.5%	171.4 MB	1.7 GB	2.8 GB	1.6 KB
730	45/f37986	79762	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_INNERDISTANCE (32G0R3D4)	COMPLETED	0	2023-04-24 01:20:04.329	11m 58s	44s	128.0%	317.9 MB	1.9 GB	149.5 MB	72.2 MB
727	f5/886a5d	79764	NFCORE_RNASEQ:RNASEQ:STRINGTIE_STRINGTIE (WT7005R4D4)	COMPLETED	0	2023-04-24 01:22:12.766	10m 55s	1m 5s	120.5%	752.2 MB	1021.7 MB	1.7 GB	20.8 MB
695	38/b9e273	79763	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_READDISTRIBUTION (WT70R1D4)	COMPLETED	0	2023-04-24 01:22:07.774	11m 50s	2m 17s	106.3%	173.4 MB	1.7 GB	2.1 GB	1.6 KB
538	3f/74d13c	79767	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_FORWARD:UCSC_BEDCLIP (32701R4D4)	COMPLETED	0	2023-04-24 01:23:02.767	11m	2s	96.1%	7.6 MB	18.5 MB	216 MB	216 MB
513	7f/c1af40	79769	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_REVERSE:UCSC_BEDGRAPHTOBIGWIG (WT701R3D4)	COMPLETED	0	2023-04-24 01:24:12.810	10m 5s	13s	98.7%	37.8 MB	64.1 MB	728.3 MB	48.1 MB
650	ba/70fd39	79770	NFCORE_RNASEQ:RNASEQ:BEDTOOLS_GENOMECOV (3270R4D3)	COMPLETED	0	2023-04-24 01:24:17.967	12m 5s	2m 4s	115.1%	2.2 GB	2.9 GB	2.3 GB	735.1 MB
708	10/ad7666	79772	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_READDISTRIBUTION (3270R4D3)	COMPLETED	0	2023-04-24 01:25:12.789	12m 25s	1m 12s	112.1%	169.4 MB	1.7 GB	1 GB	1.6 KB
411	e0/f6741e	79766	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:PICARD_MARKDUPLICATES (WT701R4D4)	COMPLETED	0	2023-04-24 01:22:37.767	15m 10s	4m 38s	159.5%	18.5 GB	45.9 GB	2.1 GB	1.1 GB
662	5b/b446e1	79773	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:SAMTOOLS_INDEX (WT701R1D4)	COMPLETED	0	2023-04-24 01:25:52.766	12m 5s	20s	138.9%	18.7 MB	220.9 MB	2.2 GB	748.4 KB
665	38/06913e	79776	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_JUNCTIONANNOTATION (WTG0R1D3)	COMPLETED	0	2023-04-24 01:27:02.767	12m 55s	2m 7s	109.7%	268.4 MB	3.3 GB	2.6 GB	5.3 MB
741	01/1cb3d3	79777	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_READDISTRIBUTION (WT70R3D3)	COMPLETED	0	2023-04-24 01:27:12.767	13m 20s	2m 33s	105.6%	173.4 MB	1.7 GB	2.4 GB	1.6 KB
356	c8/c4d8cf	79779	NFCORE_RNASEQ:RNASEQ:DUPRADAR (WT7005R4D3)	COMPLETED	0	2023-04-24 01:28:04.273	13m 43s	1m 14s	122.9%	312.8 MB	5.5 GB	2.8 GB	708.8 MB
713	01/7ef55a	79780	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_FORWARD:UCSC_BEDCLIP (WT7005R1D4)	COMPLETED	0	2023-04-24 01:28:17.911	13m 35s	2s	95.9%	7.6 MB	18.5 MB	211.7 MB	211.6 MB
591	3d/70c496	79781	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_REVERSE:UCSC_BEDGRAPHTOBIGWIG (WT70R4D3)	COMPLETED	0	2023-04-24 01:28:52.920	13m 10s	8s	95.5%	24.1 MB	50.5 MB	550.5 MB	30.2 MB
670	8b/b15e31	79782	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_FORWARD:UCSC_BEDCLIP (32G0R1D3)	COMPLETED	0	2023-04-24 01:28:57.913	13m 15s	3s	88.4%	7.6 MB	18.5 MB	253.5 MB	253.4 MB
707	32/91e5cc	79783	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_READDUPLICATION (3270R4D3)	COMPLETED	0	2023-04-24 01:29:02.909	14m 45s	1m 35s	113.4%	3.5 GB	5 GB	1 GB	93.4 KB
724	09/453eb2	79765	NFCORE_RNASEQ:RNASEQ:QUALIMAP_RNASEQ (WT7005R4D4)	COMPLETED	0	2023-04-24 01:22:12.964	22m 5s	12m 6s	91.3%	6.3 GB	43.4 GB	18.7 GB	16.9 GB
719	c9/c29355	79784	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_READDUPLICATION (32G0R1D3)	COMPLETED	0	2023-04-24 01:29:47.910	17m 40s	3m 35s	105.7%	6.5 GB	8 GB	2.3 GB	128.5 KB
656	21/59081d	79785	NFCORE_RNASEQ:RNASEQ:DUPRADAR (32G0R3D4)	COMPLETED	0	2023-04-24 01:30:07.174	19m 46s	5m 33s	105.2%	278.1 MB	5.5 GB	10.6 GB	749.2 MB
661	b7/60c2a8	79786	NFCORE_RNASEQ:RNASEQ:BEDTOOLS_GENOMECOV (WT701R1D4)	COMPLETED	0	2023-04-24 01:30:27.815	21m 15s	4m 14s	108.8%	2.7 GB	3.3 GB	4.8 GB	918.5 MB
621	66/72fd5d	79787	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_BAMSTAT (32701R1D4)	COMPLETED	0	2023-04-24 01:30:47.835	21m 25s	2m 20s	105.3%	113.9 MB	1.6 GB	2.8 GB	1.2 KB
714	bf/eb7797	79789	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_INNERDISTANCE (32G0R1D3)	COMPLETED	0	2023-04-24 01:31:37.837	21m 20s	45s	127.5%	320.1 MB	1.9 GB	147.9 MB	72 MB
738	d0/74075a	79790	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_BAMSTAT (WT70R3D3)	COMPLETED	0	2023-04-24 01:32:03.850	23m 4s	2m 4s	106.9%	113.9 MB	1.6 GB	2.4 GB	1.2 KB
743	f2/14ce98	79791	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_INNERDISTANCE (WT70R3D3)	COMPLETED	0	2023-04-24 01:32:04.140	23m 49s	43s	129.8%	317.6 MB	1.9 GB	153.3 MB	71.8 MB
400	6a/700eda	79792	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_INFEREXPERIMENT (WT7005R4D3)	COMPLETED	0	2023-04-24 01:33:07.821	22m 50s	2s	456.1%	116 MB	1.6 GB	34 MB	701 B
684	dc/525a61	79793	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_REVERSE:UCSC_BEDGRAPHTOBIGWIG (3270R3D4)	COMPLETED	0	2023-04-24 01:33:57.816	22m 10s	9s	97.2%	23.5 MB	49.9 MB	574.6 MB	31.6 MB
728	f5/35525f	79794	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:SAMTOOLS_INDEX (WT7005R4D4)	COMPLETED	0	2023-04-24 01:34:03.534	22m 24s	17s	138.3%	27 MB	220.9 MB	1.7 GB	783.1 KB
682	7f/289a0d	79795	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_FORWARD:UCSC_BEDCLIP (WTG0R3D3)	COMPLETED	0	2023-04-24 01:34:17.816	22m 10s	3s	93.9%	7.6 MB	18.5 MB	256.4 MB	256.4 MB
729	f3/de2628	79796	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_INFEREXPERIMENT (32G0R3D4)	COMPLETED	0	2023-04-24 01:36:22.854	20m 10s	2s	433.8%	116 MB	1.6 GB	35.4 MB	701 B
685	4a/c29983	79797	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_BAMSTAT (32G0R1D4)	COMPLETED	0	2023-04-24 01:37:37.821	19m 10s	14s	162.6%	113.9 MB	1.6 GB	327.8 MB	1.2 KB
654	0f/14c40c	79778	NFCORE_RNASEQ:RNASEQ:QUALIMAP_RNASEQ (32G0R3D4)	COMPLETED	0	2023-04-24 01:27:47.767	29m 50s	17m 36s	89.4%	9.2 GB	43.4 GB	25.3 GB	22.9 GB
686	c1/fa7f7b	79799	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_INFEREXPERIMENT (32G0R1D4)	COMPLETED	0	2023-04-24 01:37:57.812	19m 45s	4s	324.6%	114 MB	1.6 GB	34.7 MB	700 B
376	a9/2a8022	79798	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_READDISTRIBUTION (WT7005R1D3)	COMPLETED	0	2023-04-24 01:37:47.813	21m 30s	2m 24s	105.9%	175.4 MB	1.7 GB	2.2 GB	1.6 KB
681	b4/bf1eb8	79788	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:PICARD_MARKDUPLICATES (3270R1D4)	COMPLETED	0	2023-04-24 01:31:12.817	28m 25s	7m 56s	183.4%	22.2 GB	45.9 GB	3.6 GB	1.9 GB
765	3b/00805b	79800	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_READDISTRIBUTION (WT701R1D4)	COMPLETED	0	2023-04-24 01:39:57.994	20m 25s	2m 38s	105.2%	175.4 MB	1.7 GB	2.2 GB	1.6 KB
499	51/32aa47	79802	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_JUNCTIONANNOTATION (32701R4D4)	COMPLETED	0	2023-04-24 01:41:47.828	19m	1m 7s	118.0%	117.5 MB	1.6 GB	1.7 GB	3.7 MB
717	6c/5b2110	79801	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_READDISTRIBUTION (32G0R1D3)	COMPLETED	0	2023-04-24 01:40:32.812	21m 15s	2m 30s	105.7%	175.4 MB	1.7 GB	2.3 GB	1.6 KB
612	9d/a53163	79805	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_JUNCTIONANNOTATION (3270R3D3)	COMPLETED	0	2023-04-24 01:42:12.796	20m 30s	52s	124.2%	117.5 MB	1.6 GB	1.3 GB	3.4 MB
648	00/c0ebd9	79803	NFCORE_RNASEQ:RNASEQ:DUPRADAR (3270R4D3)	COMPLETED	0	2023-04-24 01:41:52.815	20m 55s	2m 21s	111.7%	294.8 MB	5.5 GB	4.6 GB	476.8 MB
596	5e/b4e3b6	79808	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:SAMTOOLS_INDEX (32701R3D4)	COMPLETED	0	2023-04-24 01:44:17.789	18m 50s	20s	133.9%	10.7 MB	220.9 MB	2.1 GB	502.9 KB
680	62/07c0ec	79809	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_INDEX (3270R1D4)	COMPLETED	0	2023-04-24 01:47:27.790	16m	17s	137.5%	16.3 MB	220.9 MB	1.8 GB	560.4 KB
710	a4/d2bd9a	79811	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_BAMSTAT (3270R4D3)	COMPLETED	0	2023-04-24 01:49:53.005	14m 30s	55s	115.4%	113.9 MB	1.6 GB	1 GB	1.2 KB
763	41/411291	79812	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_INFEREXPERIMENT (WT701R1D4)	COMPLETED	0	2023-04-24 01:51:42.789	12m 45s	2s	456.2%	114 MB	1.6 GB	36.2 MB	700 B
748	91/b2758c	79807	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_JUNCTIONSATURATION (WTG0R3D3)	COMPLETED	0	2023-04-24 01:43:47.788	21m	2m 4s	110.2%	242.8 MB	1.8 GB	2.7 GB	16.2 KB
679	a7/57d377	79813	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_REVERSE:UCSC_BEDGRAPHTOBIGWIG (3270R1D3)	COMPLETED	0	2023-04-24 01:52:12.797	12m 35s	14s	95.2%	16.2 MB	42.7 MB	804.2 MB	54.6 MB
744	ab/5d29e6	79804	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_READDUPLICATION (WTG0R3D3)	COMPLETED	0	2023-04-24 01:42:04.151	22m 54s	4m 6s	105.1%	6.8 GB	8.3 GB	2.7 GB	140 KB
677	98/1eacfb	79816	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_REVERSE:UCSC_BEDCLIP (WT70R3D3)	COMPLETED	0	2023-04-24 01:55:52.793	9m 10s	4s	88.0%	7.6 MB	18.5 MB	301.6 MB	301.5 MB
532	9c/f03385	79815	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_JUNCTIONSATURATION (WT70R4D3)	COMPLETED	0	2023-04-24 01:55:07.791	10m 35s	52s	124.9%	157.8 MB	1.7 GB	1.1 GB	16.4 KB
734	15/4b87ec	79814	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_JUNCTIONSATURATION (32G0R3D4)	COMPLETED	0	2023-04-24 01:52:57.792	13m 45s	1m 55s	110.4%	237.1 MB	1.7 GB	2.4 GB	16.2 KB
732	79/144638	79817	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_READDISTRIBUTION (32G0R3D4)	COMPLETED	0	2023-04-24 01:55:57.798	11m 45s	2m 38s	105.1%	173.4 MB	1.7 GB	2.4 GB	1.6 KB
606	64/c5c0b3	79820	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_REVERSE:UCSC_BEDCLIP (32G0R1D4)	COMPLETED	0	2023-04-24 01:56:28.186	11m 20s	1s	78.9%	5.2 MB	18.2 MB	33.4 MB	33.3 MB
575	f1/20ffff	79818	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_JUNCTIONSATURATION (32G0R3D3)	COMPLETED	0	2023-04-24 01:56:07.792	11m 55s	2m 15s	109.6%	253.4 MB	1.8 GB	2.8 GB	16.2 KB
698	a9/60d21b	79821	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_BAMSTAT (WT70R1D4)	COMPLETED	0	2023-04-24 01:56:32.790	13m 5s	1m 50s	107.6%	113.9 MB	1.6 GB	2.1 GB	1.2 KB
563	05/d5741a	79822	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_BAMSTAT (WT7005R3D3)	COMPLETED	0	2023-04-24 01:56:47.790	14m	2m 43s	105.0%	113.9 MB	1.6 GB	3.1 GB	1.2 KB
772	04/8ac996	79825	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_REVERSE:UCSC_BEDCLIP (WT701R1D4)	COMPLETED	0	2023-04-24 01:57:42.990	13m 5s	3s	94.3%	7.6 MB	18.5 MB	229.7 MB	229.6 MB
754	95/2f7e72	79826	NFCORE_RNASEQ:RNASEQ:QUANTIFY_STAR_SALMON:SALMON_TX2GENE (Aurli1_2023_ed2.gtf)	COMPLETED	0	2023-04-24 01:59:17.990	11m 35s	2s	28.6%	17.7 MB	25 MB	10.3 MB	1.2 MB
756	af/890bf7	79827	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_FORWARD:UCSC_BEDCLIP (3270R4D3)	COMPLETED	0	2023-04-24 01:59:37.994	11m 20s	3s	92.8%	7.6 MB	18.5 MB	183.7 MB	183.7 MB
739	d9/89b018	79824	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_READDUPLICATION (WT70R3D3)	COMPLETED	0	2023-04-24 01:57:38.026	15m 50s	3m 50s	105.5%	6.9 GB	8.5 GB	2.4 GB	123.6 KB
614	5f/fa50c4	79829	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_INNERDISTANCE (3270R3D3)	COMPLETED	0	2023-04-24 02:00:48.030	13m 25s	40s	131.3%	317.2 MB	1.8 GB	152.9 MB	70.5 MB
636	53/043bb5	79830	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:SAMTOOLS_INDEX (WT7005R1D4)	COMPLETED	0	2023-04-24 02:01:47.991	12m 40s	14s	134.8%	8.7 MB	220.9 MB	1.6 GB	481.3 KB
785	b8/ad7e1c	79828	NFCORE_RNASEQ:RNASEQ:DUPRADAR (3270R1D4)	COMPLETED	0	2023-04-24 02:00:23.005	15m 20s	4m 45s	106.2%	365.6 MB	5.5 GB	10.8 GB	2.3 GB
663	a2/b0bda0	79832	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_JUNCTIONSATURATION (WTG0R1D3)	COMPLETED	0	2023-04-24 02:02:47.990	15m	2m 5s	109.5%	244.6 MB	1.8 GB	2.6 GB	16.2 KB
673	24/3da88b	79833	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_FORWARD:UCSC_BEDCLIP (WTG0R1D3)	COMPLETED	0	2023-04-24 02:03:07.987	14m 45s	4s	86.2%	7.6 MB	18.5 MB	292.3 MB	292.2 MB
666	9a/21027c	79834	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_INFEREXPERIMENT (WTG0R1D3)	COMPLETED	0	2023-04-24 02:03:27.992	14m 30s	2s	448.5%	114 MB	1.6 GB	36 MB	701 B
282	5e/2ddd22	79831	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:PICARD_MARKDUPLICATES (3270R4D4)	COMPLETED	0	2023-04-24 02:02:42.816	15m 35s	3m 47s	161.9%	17.5 GB	46 GB	1.8 GB	954.1 MB
646	77/ff9080	79836	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_FORWARD:UCSC_BEDGRAPHTOBIGWIG (3270R1D3)	COMPLETED	0	2023-04-24 02:04:27.992	14m 5s	14s	93.7%	16.2 MB	42.7 MB	804.1 MB	54.6 MB
791	0b/f7ba9c	79835	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_JUNCTIONANNOTATION (32701R3D4)	COMPLETED	0	2023-04-24 02:04:22.989	15m 5s	1m 29s	114.1%	117.5 MB	1.6 GB	2.2 GB	4.6 MB
652	fa/a005eb	79838	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_REVERSE:UCSC_BEDGRAPHTOBIGWIG (32701R1D4)	COMPLETED	0	2023-04-24 02:04:48.198	15m	14s	99.1%	16.2 MB	42.7 MB	809.7 MB	53.2 MB
767	c5/b30ddc	79839	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_INNERDISTANCE (WT701R1D4)	COMPLETED	0	2023-04-24 02:04:57.988	15m 35s	43s	129.0%	316 MB	1.9 GB	154.6 MB	71.5 MB
792	62/50427b	79840	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_READDUPLICATION (32701R3D4)	COMPLETED	0	2023-04-24 02:05:02.987	18m 50s	3m 22s	106.4%	6.4 GB	7.9 GB	2.2 GB	119.4 KB
647	5e/de0d35	79837	NFCORE_RNASEQ:RNASEQ:QUALIMAP_RNASEQ (3270R4D3)	COMPLETED	0	2023-04-24 02:04:47.988	20m 35s	6m 47s	98.0%	7.5 GB	43.3 GB	10.3 GB	9.3 GB
466	c5/b94fe7	79842	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_JUNCTIONANNOTATION (WT70R1D3)	COMPLETED	0	2023-04-24 02:05:43.000	19m 55s	1m 39s	112.7%	117.5 MB	1.6 GB	2.4 GB	5.2 MB
603	2b/bbc717	79819	NFCORE_RNASEQ:RNASEQ:QUALIMAP_RNASEQ (WTG0R1D3)	COMPLETED	0	2023-04-24 01:56:28.001	30m 10s	19m 50s	85.5%	9.5 GB	43.4 GB	27.5 GB	24.8 GB
757	91/056015	79845	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_REVERSE:UCSC_BEDCLIP (3270R4D3)	COMPLETED	0	2023-04-24 02:07:47.996	18m 50s	2s	90.5%	7.6 MB	18.5 MB	184 MB	183.9 MB
722	61/521305	79846	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_REVERSE:UCSC_BEDCLIP (32G0R3D4)	COMPLETED	0	2023-04-24 02:08:03.826	18m 39s	3s	94.9%	7.6 MB	18.5 MB	279.1 MB	279 MB
