gene_id	chromosome	start	end	width	source	type	score	phase	transcript_id
jgi|Aurli1|62627|gw1.13.443.1	scaffold_13	1282905	1284149	1245	prediction	transcript	NA	NA	mRNA_8893
jgi|Aurli1|46040|fgenesh1_kg.13_#_172_#_isotig00626	scaffold_13	1285183	1286729	1547	prediction	transcript	NA	NA	mRNA_8894
jgi|Aurli1|46041|fgenesh1_kg.13_#_173_#_isotig03571	scaffold_13	1289862	1292149	2288	prediction	transcript	NA	NA	mRNA_8895
jgi|Aurli1|51217|gw1.13.79.1	scaffold_13	1292534	1294681	2148	prediction	transcript	NA	NA	mRNA_8896
jgi|Aurli1|79361|e_gw1.13.38.1	scaffold_13	1295481	1296986	1506	prediction	transcript	NA	NA	mRNA_8897
jgi|Aurli1|140333|estExt_fgenesh1_kg.C_130174	scaffold_13	1297451	1298636	1186	prediction	transcript	NA	NA	mRNA_8898
jgi|Aurli1|8149|gm1.8149_g	scaffold_13	1300192	1306286	6095	prediction	transcript	NA	NA	mRNA_8899
jgi|Aurli1|46045|fgenesh1_kg.13_#_177_#_isotig03713	scaffold_13	1308470	1310691	2222	prediction	transcript	NA	NA	mRNA_8900
jgi|Aurli1|36402|fgenesh1_pg.13_#_316	scaffold_13	1316434	1318788	2355	prediction	transcript	NA	NA	mRNA_8901
jgi|Aurli1|8152|gm1.8152_g	scaffold_13	1319899	1320210	312	prediction	transcript	NA	NA	mRNA_8902
jgi|Aurli1|8153|gm1.8153_g	scaffold_13	1322241	1323656	1416	prediction	transcript	NA	NA	mRNA_8903
jgi|Aurli1|140338|estExt_fgenesh1_kg.C_130179	scaffold_13	1327461	1328747	1287	prediction	transcript	NA	NA	mRNA_8904
jgi|Aurli1|8155|gm1.8155_g	scaffold_13	1330002	1332604	2603	prediction	transcript	NA	NA	mRNA_8905
jgi|Aurli1|46048|fgenesh1_kg.13_#_180_#_isotig12070	scaffold_13	1333363	1333959	597	prediction	transcript	NA	NA	mRNA_8906
jgi|Aurli1|140340|estExt_fgenesh1_kg.C_130181	scaffold_13	1334497	1336761	2265	prediction	transcript	NA	NA	mRNA_8907
jgi|Aurli1|8158|gm1.8158_g	scaffold_13	1342626	1367172	24547	prediction	transcript	NA	NA	mRNA_8908
jgi|Aurli1|36410|fgenesh1_pg.13_#_324	scaffold_13	1376909	1377727	819	prediction	transcript	NA	NA	mRNA_8909
jgi|Aurli1|140341|estExt_fgenesh1_kg.C_130182	scaffold_13	1378128	1379562	1435	prediction	transcript	NA	NA	mRNA_8910
jgi|Aurli1|140342|estExt_fgenesh1_kg.C_130183	scaffold_13	1391301	1394131	2831	prediction	transcript	NA	NA	mRNA_8911
jgi|Aurli1|36413|fgenesh1_pg.13_#_327	scaffold_13	1399146	1399517	372	prediction	transcript	NA	NA	mRNA_8912
jgi|Aurli1|140343|estExt_fgenesh1_kg.C_130184	scaffold_13	1399658	1404584	4927	prediction	transcript	NA	NA	mRNA_8913
jgi|Aurli1|8163|gm1.8163_g	scaffold_13	1405581	1407146	1566	prediction	transcript	NA	NA	mRNA_8914
jgi|Aurli1|140344|estExt_fgenesh1_kg.C_130185	scaffold_13	1407964	1412657	4694	prediction	transcript	NA	NA	mRNA_8915
jgi|Aurli1|79094|e_gw1.13.445.1	scaffold_13	1412709	1413848	1140	prediction	transcript	NA	NA	mRNA_8916
jgi|Aurli1|148587|estExt_Genemark1.C_130342	scaffold_13	1414465	1415614	1150	prediction	transcript	NA	NA	mRNA_8917
jgi|Aurli1|46054|fgenesh1_kg.13_#_186_#_isotig03964	scaffold_13	1415659	1417766	2108	prediction	transcript	NA	NA	mRNA_8918
jgi|Aurli1|54201|gw1.13.168.1	scaffold_13	1423063	1424409	1347	prediction	transcript	NA	NA	mRNA_8919
jgi|Aurli1|140346|estExt_fgenesh1_kg.C_130187	scaffold_13	1428284	1428789	506	prediction	transcript	NA	NA	mRNA_8920
jgi|Aurli1|8169|gm1.8169_g	scaffold_13	1433176	1433529	354	prediction	transcript	NA	NA	mRNA_8921
jgi|Aurli1|140347|estExt_fgenesh1_kg.C_130188	scaffold_13	1437209	1439734	2526	prediction	transcript	NA	NA	mRNA_8922
jgi|Aurli1|63196|gw1.13.472.1	scaffold_13	1441857	1443014	1158	prediction	transcript	NA	NA	mRNA_8923
jgi|Aurli1|8172|gm1.8172_g	scaffold_13	1448571	1448900	330	prediction	transcript	NA	NA	mRNA_8924
jgi|Aurli1|36423|fgenesh1_pg.13_#_337	scaffold_13	1449308	1449803	496	prediction	transcript	NA	NA	mRNA_8925
jgi|Aurli1|140349|estExt_fgenesh1_kg.C_130190	scaffold_13	1454970	1457198	2229	prediction	transcript	NA	NA	mRNA_8926
jgi|Aurli1|140350|estExt_fgenesh1_kg.C_130191	scaffold_13	1457616	1459917	2302	prediction	transcript	NA	NA	mRNA_8927
jgi|Aurli1|140351|estExt_fgenesh1_kg.C_130192	scaffold_13	1460346	1461783	1438	prediction	transcript	NA	NA	mRNA_8928
jgi|Aurli1|46061|fgenesh1_kg.13_#_193_#_isotig08871	scaffold_13	1462244	1463132	889	prediction	transcript	NA	NA	mRNA_8929
jgi|Aurli1|79484|e_gw1.13.275.1	scaffold_13	1463471	1464646	1176	prediction	transcript	NA	NA	mRNA_8930
jgi|Aurli1|46062|fgenesh1_kg.13_#_194_#_isotig02593	scaffold_13	1469081	1472111	3031	prediction	transcript	NA	NA	mRNA_8931
jgi|Aurli1|79354|e_gw1.13.155.1	scaffold_13	1472638	1474203	1566	prediction	transcript	NA	NA	mRNA_8932
jgi|Aurli1|58245|gw1.13.296.1	scaffold_13	1474591	1475247	657	prediction	transcript	NA	NA	mRNA_8933
jgi|Aurli1|46064|fgenesh1_kg.13_#_196_#_isotig00814	scaffold_13	1476592	1478644	2053	prediction	transcript	NA	NA	mRNA_8934
jgi|Aurli1|8181|gm1.8181_g	scaffold_13	1480692	1482900	2209	prediction	transcript	NA	NA	mRNA_8935
jgi|Aurli1|54560|gw1.13.176.1	scaffold_13	1483128	1483817	690	prediction	transcript	NA	NA	mRNA_8936
jgi|Aurli1|140355|estExt_fgenesh1_kg.C_130198	scaffold_13	1484666	1486520	1855	prediction	transcript	NA	NA	mRNA_8937
jgi|Aurli1|46067|fgenesh1_kg.13_#_199_#_isotig04163	scaffold_13	1491615	1493645	2031	prediction	transcript	NA	NA	mRNA_8938
jgi|Aurli1|8185|gm1.8185_g	scaffold_13	1493976	1496030	2055	prediction	transcript	NA	NA	mRNA_8939
jgi|Aurli1|79195|e_gw1.13.353.1	scaffold_13	1499414	1499752	339	prediction	transcript	NA	NA	mRNA_8940
jgi|Aurli1|36438|fgenesh1_pg.13_#_352	scaffold_13	1501113	1502384	1272	prediction	transcript	NA	NA	mRNA_8941
jgi|Aurli1|79559|e_gw1.13.523.1	scaffold_13	1502580	1503743	1164	prediction	transcript	NA	NA	mRNA_8942
jgi|Aurli1|140357|estExt_fgenesh1_kg.C_130200	scaffold_13	1504992	1505734	743	prediction	transcript	NA	NA	mRNA_8943
jgi|Aurli1|140358|estExt_fgenesh1_kg.C_130201	scaffold_13	1506461	1507438	978	prediction	transcript	NA	NA	mRNA_8944
jgi|Aurli1|8191|gm1.8191_g	scaffold_13	1507666	1509007	1342	prediction	transcript	NA	NA	mRNA_8945
jgi|Aurli1|46070|fgenesh1_kg.13_#_202_#_isotig04506	scaffold_13	1510427	1512315	1889	prediction	transcript	NA	NA	mRNA_8946
jgi|Aurli1|117948|fgenesh1_pm.13_#_206	scaffold_13	1513029	1513520	492	prediction	transcript	NA	NA	mRNA_8947
jgi|Aurli1|36445|fgenesh1_pg.13_#_359	scaffold_13	1514634	1515672	1039	prediction	transcript	NA	NA	mRNA_8948
jgi|Aurli1|36446|fgenesh1_pg.13_#_360	scaffold_13	1520097	1520828	732	prediction	transcript	NA	NA	mRNA_8949
jgi|Aurli1|140360|estExt_fgenesh1_kg.C_130203	scaffold_13	1522327	1524101	1775	prediction	transcript	NA	NA	mRNA_8950
jgi|Aurli1|36448|fgenesh1_pg.13_#_362	scaffold_13	1525075	1525701	627	prediction	transcript	NA	NA	mRNA_8951
jgi|Aurli1|140361|estExt_fgenesh1_kg.C_130204	scaffold_13	1526914	1527559	646	prediction	transcript	NA	NA	mRNA_8952
jgi|Aurli1|54055|gw1.13.162.1	scaffold_13	1528159	1529358	1200	prediction	transcript	NA	NA	mRNA_8953
jgi|Aurli1|36451|fgenesh1_pg.13_#_365	scaffold_13	1530015	1531649	1635	prediction	transcript	NA	NA	mRNA_8954
jgi|Aurli1|95060|estExt_Genewise1.C_13_t20040	scaffold_13	1532633	1534362	1730	prediction	transcript	NA	NA	mRNA_8955
jgi|Aurli1|64881|gw1.13.526.1	scaffold_13	1542263	1542496	234	prediction	transcript	NA	NA	mRNA_8956
jgi|Aurli1|140363|estExt_fgenesh1_kg.C_130206	scaffold_13	1544160	1546080	1921	prediction	transcript	NA	NA	mRNA_8957
jgi|Aurli1|79344|e_gw1.13.18.1	scaffold_13	1548688	1549761	1074	prediction	transcript	NA	NA	mRNA_8958
jgi|Aurli1|51772|gw1.13.100.1	scaffold_13	1554979	1555404	426	prediction	transcript	NA	NA	mRNA_8959
jgi|Aurli1|79367|e_gw1.13.313.1	scaffold_13	1556177	1557589	1413	prediction	transcript	NA	NA	mRNA_8960
jgi|Aurli1|140364|estExt_fgenesh1_kg.C_130207	scaffold_13	1558090	1560135	2046	prediction	transcript	NA	NA	mRNA_8961
jgi|Aurli1|124766|estExt_fgenesh1_pm.C_130211	scaffold_13	1562910	1564285	1376	prediction	transcript	NA	NA	mRNA_8962
jgi|Aurli1|8209|gm1.8209_g	scaffold_13	1565058	1566187	1130	prediction	transcript	NA	NA	mRNA_8963
jgi|Aurli1|79243|e_gw1.13.348.1	scaffold_13	1568697	1569740	1044	prediction	transcript	NA	NA	mRNA_8964
jgi|Aurli1|8211|gm1.8211_g	scaffold_13	1572379	1577722	5344	prediction	transcript	NA	NA	mRNA_8965
jgi|Aurli1|8212|gm1.8212_g	scaffold_13	1581260	1581922	663	prediction	transcript	NA	NA	mRNA_8966
jgi|Aurli1|36461|fgenesh1_pg.13_#_375	scaffold_13	1585137	1585961	825	prediction	transcript	NA	NA	mRNA_8967
jgi|Aurli1|36462|fgenesh1_pg.13_#_376	scaffold_13	1588443	1589942	1500	prediction	transcript	NA	NA	mRNA_8968
jgi|Aurli1|36463|fgenesh1_pg.13_#_377	scaffold_13	1590156	1592198	2043	prediction	transcript	NA	NA	mRNA_8969
jgi|Aurli1|8215|gm1.8215_g	scaffold_13	1592672	1593229	558	prediction	transcript	NA	NA	mRNA_8970
jgi|Aurli1|36465|fgenesh1_pg.13_#_379	scaffold_13	1594311	1596311	2001	prediction	transcript	NA	NA	mRNA_8971
jgi|Aurli1|140366|estExt_fgenesh1_kg.C_130210	scaffold_13	1597033	1599330	2298	prediction	transcript	NA	NA	mRNA_8972
jgi|Aurli1|132695|estExt_fgenesh1_pg.C_130378	scaffold_13	1602346	1604226	1881	prediction	transcript	NA	NA	mRNA_8973
jgi|Aurli1|8219|gm1.8219_g	scaffold_13	1607699	1611523	3825	prediction	transcript	NA	NA	mRNA_8974
jgi|Aurli1|36469|fgenesh1_pg.13_#_383	scaffold_13	1611619	1613442	1824	prediction	transcript	NA	NA	mRNA_8975
jgi|Aurli1|148620|estExt_Genemark1.C_130397	scaffold_13	1615082	1617163	2082	prediction	transcript	NA	NA	mRNA_8976
jgi|Aurli1|8222|gm1.8222_g	scaffold_13	1618221	1621933	3713	prediction	transcript	NA	NA	mRNA_8977
jgi|Aurli1|63536|gw1.13.483.1	scaffold_13	1626009	1627535	1527	prediction	transcript	NA	NA	mRNA_8978
jgi|Aurli1|36473|fgenesh1_pg.13_#_387	scaffold_13	1630571	1630924	354	prediction	transcript	NA	NA	mRNA_8979
jgi|Aurli1|8225|gm1.8225_g	scaffold_13	1632987	1645010	12024	prediction	transcript	NA	NA	mRNA_8980
jgi|Aurli1|140368|estExt_fgenesh1_kg.C_130213	scaffold_13	1646257	1647980	1724	prediction	transcript	NA	NA	mRNA_8981
jgi|Aurli1|46082|fgenesh1_kg.13_#_214_#_isotig00905	scaffold_13	1648907	1650399	1493	prediction	transcript	NA	NA	mRNA_8982
jgi|Aurli1|148625|estExt_Genemark1.C_130404	scaffold_13	1651755	1652990	1236	prediction	transcript	NA	NA	mRNA_8983
jgi|Aurli1|65775|gw1.13.565.1	scaffold_13	1653760	1654551	792	prediction	transcript	NA	NA	mRNA_8984
jgi|Aurli1|140371|estExt_fgenesh1_kg.C_130216	scaffold_13	1656072	1657123	1052	prediction	transcript	NA	NA	mRNA_8985
jgi|Aurli1|140372|estExt_fgenesh1_kg.C_130217	scaffold_13	1657289	1659431	2143	prediction	transcript	NA	NA	mRNA_8986
jgi|Aurli1|8231|gm1.8231_g	scaffold_13	1660153	1661072	920	prediction	transcript	NA	NA	mRNA_8987
jgi|Aurli1|36481|fgenesh1_pg.13_#_395	scaffold_13	1661437	1662078	642	prediction	transcript	NA	NA	mRNA_8988
jgi|Aurli1|8233|gm1.8233_g	scaffold_13	1686131	1686568	438	prediction	transcript	NA	NA	mRNA_8989
jgi|Aurli1|66148|gw1.13.582.1	scaffold_13	1689164	1690186	1023	prediction	transcript	NA	NA	mRNA_8990
jgi|Aurli1|140373|estExt_fgenesh1_kg.C_130218	scaffold_13	1690773	1692732	1960	prediction	transcript	NA	NA	mRNA_8991
jgi|Aurli1|117965|fgenesh1_pm.13_#_223	scaffold_13	1695571	1696035	465	prediction	transcript	NA	NA	mRNA_8992
jgi|Aurli1|8237|gm1.8237_g	scaffold_13	1699202	1699692	491	prediction	transcript	NA	NA	mRNA_8993
jgi|Aurli1|8238|gm1.8238_g	scaffold_13	1700277	1704644	4368	prediction	transcript	NA	NA	mRNA_8994
jgi|Aurli1|36485|fgenesh1_pg.13_#_399	scaffold_13	1707718	1708080	363	prediction	transcript	NA	NA	mRNA_8995
jgi|Aurli1|140375|estExt_fgenesh1_kg.C_130221	scaffold_13	1709522	1710059	538	prediction	transcript	NA	NA	mRNA_8996
jgi|Aurli1|140376|estExt_fgenesh1_kg.C_130222	scaffold_13	1710119	1710784	666	prediction	transcript	NA	NA	mRNA_8997
jgi|Aurli1|46090|fgenesh1_kg.13_#_222_#_isotig10555	scaffold_13	1710119	1710784	666	prediction	transcript	NA	NA	mRNA_8998
jgi|Aurli1|140377|estExt_fgenesh1_kg.C_130223	scaffold_13	1711910	1712432	523	prediction	transcript	NA	NA	mRNA_8999
jgi|Aurli1|117967|fgenesh1_pm.13_#_225	scaffold_13	1713677	1713874	198	prediction	transcript	NA	NA	mRNA_9000
jgi|Aurli1|140379|estExt_fgenesh1_kg.C_130225	scaffold_13	1713988	1714501	514	prediction	transcript	NA	NA	mRNA_9001
jgi|Aurli1|140381|estExt_fgenesh1_kg.C_130227	scaffold_13	1716506	1716988	483	prediction	transcript	NA	NA	mRNA_9002
jgi|Aurli1|8244|gm1.8244_g	scaffold_13	1719161	1719499	339	prediction	transcript	NA	NA	mRNA_9003
jgi|Aurli1|140385|estExt_fgenesh1_kg.C_130231	scaffold_13	1721048	1721543	496	prediction	transcript	NA	NA	mRNA_9004
jgi|Aurli1|140387|estExt_fgenesh1_kg.C_130233	scaffold_13	1722945	1723440	496	prediction	transcript	NA	NA	mRNA_9005
jgi|Aurli1|117968|fgenesh1_pm.13_#_226	scaffold_13	1723987	1724391	405	prediction	transcript	NA	NA	mRNA_9006
jgi|Aurli1|8247|gm1.8247_g	scaffold_13	1725334	1726701	1368	prediction	transcript	NA	NA	mRNA_9007
jgi|Aurli1|148640|estExt_Genemark1.C_130424	scaffold_13	1727910	1728418	509	prediction	transcript	NA	NA	mRNA_9008
jgi|Aurli1|140394|estExt_fgenesh1_kg.C_130241	scaffold_13	1729834	1730925	1092	prediction	transcript	NA	NA	mRNA_9009
jgi|Aurli1|140395|estExt_fgenesh1_kg.C_130242	scaffold_13	1735445	1736017	573	prediction	transcript	NA	NA	mRNA_9010
jgi|Aurli1|79111|e_gw1.13.246.1	scaffold_13	1737340	1737774	435	prediction	transcript	NA	NA	mRNA_9011
jgi|Aurli1|59042|gw1.13.325.1	scaffold_13	1739282	1739775	494	prediction	transcript	NA	NA	mRNA_9012
jgi|Aurli1|124781|estExt_fgenesh1_pm.C_130228	scaffold_13	1741206	1742846	1641	prediction	transcript	NA	NA	mRNA_9013
jgi|Aurli1|79430|e_gw1.13.173.1	scaffold_13	1744140	1745234	1095	prediction	transcript	NA	NA	mRNA_9014
jgi|Aurli1|46114|fgenesh1_kg.13_#_246_#_isotig04354	scaffold_13	1746345	1748286	1942	prediction	transcript	NA	NA	mRNA_9015
jgi|Aurli1|36494|fgenesh1_pg.13_#_408	scaffold_13	1749403	1749960	558	prediction	transcript	NA	NA	mRNA_9016
jgi|Aurli1|117975|fgenesh1_pm.13_#_233	scaffold_13	1750977	1751258	282	prediction	transcript	NA	NA	mRNA_9017
jgi|Aurli1|36495|fgenesh1_pg.13_#_409	scaffold_13	1755888	1756424	537	prediction	transcript	NA	NA	mRNA_9018
jgi|Aurli1|46117|fgenesh1_kg.13_#_249_#_isotig04227	scaffold_13	1757115	1759119	2005	prediction	transcript	NA	NA	mRNA_9019
jgi|Aurli1|140403|estExt_fgenesh1_kg.C_130250	scaffold_13	1759560	1760567	1008	prediction	transcript	NA	NA	mRNA_9020
jgi|Aurli1|79507|e_gw1.13.302.1	scaffold_13	1762368	1762673	306	prediction	transcript	NA	NA	mRNA_9021
jgi|Aurli1|140404|estExt_fgenesh1_kg.C_130251	scaffold_13	1766457	1769889	3433	prediction	transcript	NA	NA	mRNA_9022
jgi|Aurli1|36500|fgenesh1_pg.13_#_414	scaffold_13	1771103	1772056	954	prediction	transcript	NA	NA	mRNA_9023
jgi|Aurli1|36501|fgenesh1_pg.13_#_415	scaffold_13	1774376	1775914	1539	prediction	transcript	NA	NA	mRNA_9024
jgi|Aurli1|79615|e_gw1.13.244.1	scaffold_13	1780556	1781344	789	prediction	transcript	NA	NA	mRNA_9025
jgi|Aurli1|140407|estExt_fgenesh1_kg.C_130254	scaffold_13	1782570	1784151	1582	prediction	transcript	NA	NA	mRNA_9026
jgi|Aurli1|46123|fgenesh1_kg.13_#_255_#_isotig01730	scaffold_13	1785452	1787079	1628	prediction	transcript	NA	NA	mRNA_9027
jgi|Aurli1|46124|fgenesh1_kg.13_#_256_#_isotig10935	scaffold_13	1790449	1791073	625	prediction	transcript	NA	NA	mRNA_9028
jgi|Aurli1|8267|gm1.8267_g	scaffold_13	1795173	1798061	2889	prediction	transcript	NA	NA	mRNA_9029
jgi|Aurli1|108567|estExt_Genewise1Plus.C_13_t20093	scaffold_13	1803194	1805446	2253	prediction	transcript	NA	NA	mRNA_9030
jgi|Aurli1|79063|e_gw1.13.436.1	scaffold_13	1806059	1807804	1746	prediction	transcript	NA	NA	mRNA_9031
jgi|Aurli1|46127|fgenesh1_kg.13_#_259_#_isotig07405	scaffold_13	1809139	1810279	1141	prediction	transcript	NA	NA	mRNA_9032
jgi|Aurli1|140412|estExt_fgenesh1_kg.C_130260	scaffold_13	1827785	1830812	3028	prediction	transcript	NA	NA	mRNA_9033
jgi|Aurli1|60924|gw1.13.387.1	scaffold_13	1831187	1833082	1896	prediction	transcript	NA	NA	mRNA_9034
jgi|Aurli1|79519|e_gw1.13.435.1	scaffold_13	1835291	1836136	846	prediction	transcript	NA	NA	mRNA_9035
jgi|Aurli1|46130|fgenesh1_kg.13_#_262_#_isotig05675	scaffold_13	1837134	1838660	1527	prediction	transcript	NA	NA	mRNA_9036
jgi|Aurli1|140415|estExt_fgenesh1_kg.C_130263	scaffold_13	1844864	1847513	2650	prediction	transcript	NA	NA	mRNA_9037
jgi|Aurli1|140416|estExt_fgenesh1_kg.C_130264	scaffold_13	1848718	1849419	702	prediction	transcript	NA	NA	mRNA_9038
jgi|Aurli1|8277|gm1.8277_g	scaffold_13	1856486	1862872	6387	prediction	transcript	NA	NA	mRNA_9039
jgi|Aurli1|8278|gm1.8278_g	scaffold_13	1866223	1867050	828	prediction	transcript	NA	NA	mRNA_9040
jgi|Aurli1|36519|fgenesh1_pg.13_#_433	scaffold_13	1869604	1870908	1305	prediction	transcript	NA	NA	mRNA_9041
jgi|Aurli1|140420|estExt_fgenesh1_kg.C_130268	scaffold_13	1872385	1873927	1543	prediction	transcript	NA	NA	mRNA_9042
jgi|Aurli1|8281|gm1.8281_g	scaffold_13	1875070	1875675	606	prediction	transcript	NA	NA	mRNA_9043
jgi|Aurli1|36521|fgenesh1_pg.13_#_435	scaffold_13	1876385	1877083	699	prediction	transcript	NA	NA	mRNA_9044
jgi|Aurli1|36522|fgenesh1_pg.13_#_436	scaffold_13	1878051	1878677	627	prediction	transcript	NA	NA	mRNA_9045
jgi|Aurli1|36523|fgenesh1_pg.13_#_437	scaffold_13	1879347	1880345	999	prediction	transcript	NA	NA	mRNA_9046
jgi|Aurli1|51601|gw1.13.93.1	scaffold_13	1886135	1887529	1395	prediction	transcript	NA	NA	mRNA_9047
jgi|Aurli1|79254|e_gw1.13.563.1	scaffold_13	1888710	1889369	660	prediction	transcript	NA	NA	mRNA_9048
jgi|Aurli1|8287|gm1.8287_g	scaffold_13	1894492	1894932	441	prediction	transcript	NA	NA	mRNA_9049
jgi|Aurli1|46138|fgenesh1_kg.14_#_2_#_isotig00352	scaffold_14	159	2284	2126	prediction	transcript	NA	NA	mRNA_9050
jgi|Aurli1|8289|gm1.8289_g	scaffold_14	5714	7768	2055	prediction	transcript	NA	NA	mRNA_9051
jgi|Aurli1|36525|fgenesh1_pg.14_#_1	scaffold_14	11523	13058	1536	prediction	transcript	NA	NA	mRNA_9052
jgi|Aurli1|140425|estExt_fgenesh1_kg.C_140005	scaffold_14	13849	14447	599	prediction	transcript	NA	NA	mRNA_9053
jgi|Aurli1|46143|fgenesh1_kg.14_#_7_#_isotig06170	scaffold_14	22917	24318	1402	prediction	transcript	NA	NA	mRNA_9054
jgi|Aurli1|117995|fgenesh1_pm.14_#_3	scaffold_14	27411	28187	777	prediction	transcript	NA	NA	mRNA_9055
jgi|Aurli1|140428|estExt_fgenesh1_kg.C_140009	scaffold_14	29230	30760	1531	prediction	transcript	NA	NA	mRNA_9056
jgi|Aurli1|80056|e_gw1.14.98.1	scaffold_14	33284	34459	1176	prediction	transcript	NA	NA	mRNA_9057
jgi|Aurli1|140431|estExt_fgenesh1_kg.C_140012	scaffold_14	38545	39408	864	prediction	transcript	NA	NA	mRNA_9058
jgi|Aurli1|36532|fgenesh1_pg.14_#_8	scaffold_14	39848	42046	2199	prediction	transcript	NA	NA	mRNA_9059
jgi|Aurli1|79806|e_gw1.14.104.1	scaffold_14	44265	46124	1860	prediction	transcript	NA	NA	mRNA_9060
jgi|Aurli1|36534|fgenesh1_pg.14_#_10	scaffold_14	48541	49206	666	prediction	transcript	NA	NA	mRNA_9061
jgi|Aurli1|140433|estExt_fgenesh1_kg.C_140014	scaffold_14	50286	53164	2879	prediction	transcript	NA	NA	mRNA_9062
jgi|Aurli1|140434|estExt_fgenesh1_kg.C_140015	scaffold_14	53522	55326	1805	prediction	transcript	NA	NA	mRNA_9063
jgi|Aurli1|140435|estExt_fgenesh1_kg.C_140016	scaffold_14	55590	56759	1170	prediction	transcript	NA	NA	mRNA_9064
jgi|Aurli1|46153|fgenesh1_kg.14_#_17_#_isotig05656	scaffold_14	58550	60078	1529	prediction	transcript	NA	NA	mRNA_9065
jgi|Aurli1|36539|fgenesh1_pg.14_#_15	scaffold_14	60747	61940	1194	prediction	transcript	NA	NA	mRNA_9066
jgi|Aurli1|36540|fgenesh1_pg.14_#_16	scaffold_14	62069	63115	1047	prediction	transcript	NA	NA	mRNA_9067
jgi|Aurli1|46155|fgenesh1_kg.14_#_19_#_isotig07199	scaffold_14	63665	64846	1182	prediction	transcript	NA	NA	mRNA_9068
jgi|Aurli1|36542|fgenesh1_pg.14_#_18	scaffold_14	66761	67147	387	prediction	transcript	NA	NA	mRNA_9069
jgi|Aurli1|64735|gw1.14.453.1	scaffold_14	68514	69122	609	prediction	transcript	NA	NA	mRNA_9070
jgi|Aurli1|140440|estExt_fgenesh1_kg.C_140021	scaffold_14	73880	75127	1248	prediction	transcript	NA	NA	mRNA_9071
jgi|Aurli1|46158|fgenesh1_kg.14_#_22_#_isotig10187	scaffold_14	77722	78433	712	prediction	transcript	NA	NA	mRNA_9072
jgi|Aurli1|124817|estExt_fgenesh1_pm.C_140018	scaffold_14	78865	80248	1384	prediction	transcript	NA	NA	mRNA_9073
jgi|Aurli1|55993|gw1.14.209.1	scaffold_14	81806	82777	972	prediction	transcript	NA	NA	mRNA_9074
jgi|Aurli1|36547|fgenesh1_pg.14_#_23	scaffold_14	83853	88265	4413	prediction	transcript	NA	NA	mRNA_9075
jgi|Aurli1|124819|estExt_fgenesh1_pm.C_140020	scaffold_14	88387	89182	796	prediction	transcript	NA	NA	mRNA_9076
jgi|Aurli1|118013|fgenesh1_pm.14_#_21	scaffold_14	96405	96707	303	prediction	transcript	NA	NA	mRNA_9077
jgi|Aurli1|118014|fgenesh1_pm.14_#_22	scaffold_14	101606	103321	1716	prediction	transcript	NA	NA	mRNA_9078
jgi|Aurli1|140445|estExt_fgenesh1_kg.C_140026	scaffold_14	125167	128796	3630	prediction	transcript	NA	NA	mRNA_9079
jgi|Aurli1|46163|fgenesh1_kg.14_#_27_#_isotig06801	scaffold_14	128871	130139	1269	prediction	transcript	NA	NA	mRNA_9080
jgi|Aurli1|57556|gw1.14.248.1	scaffold_14	130832	131374	543	prediction	transcript	NA	NA	mRNA_9081
jgi|Aurli1|124823|estExt_fgenesh1_pm.C_140024	scaffold_14	137945	138516	572	prediction	transcript	NA	NA	mRNA_9082
jgi|Aurli1|8321|gm1.8321_g	scaffold_14	144156	146729	2574	prediction	transcript	NA	NA	mRNA_9083
jgi|Aurli1|54868|gw1.14.168.1	scaffold_14	147430	148332	903	prediction	transcript	NA	NA	mRNA_9084
jgi|Aurli1|80137|e_gw1.14.126.1	scaffold_14	162432	163442	1011	prediction	transcript	NA	NA	mRNA_9085
jgi|Aurli1|80150|e_gw1.14.333.1	scaffold_14	165464	166749	1286	prediction	transcript	NA	NA	mRNA_9086
jgi|Aurli1|46166|fgenesh1_kg.14_#_30_#_isotig07011	scaffold_14	168742	169947	1206	prediction	transcript	NA	NA	mRNA_9087
jgi|Aurli1|8327|gm1.8327_g	scaffold_14	170871	176189	5319	prediction	transcript	NA	NA	mRNA_9088
jgi|Aurli1|49671|gw1.14.26.1	scaffold_14	176868	178028	1161	prediction	transcript	NA	NA	mRNA_9089
jgi|Aurli1|36561|fgenesh1_pg.14_#_37	scaffold_14	185651	185968	318	prediction	transcript	NA	NA	mRNA_9090
jgi|Aurli1|140449|estExt_fgenesh1_kg.C_140031	scaffold_14	185702	187069	1368	prediction	transcript	NA	NA	mRNA_9091
jgi|Aurli1|8330|gm1.8330_g	scaffold_14	187566	189848	2283	prediction	transcript	NA	NA	mRNA_9092
jgi|Aurli1|132767|estExt_fgenesh1_pg.C_140040	scaffold_14	190632	191669	1038	prediction	transcript	NA	NA	mRNA_9093
jgi|Aurli1|8331|gm1.8331_g	scaffold_14	193308	194834	1527	prediction	transcript	NA	NA	mRNA_9094
jgi|Aurli1|79822|e_gw1.14.326.1	scaffold_14	196687	197502	816	prediction	transcript	NA	NA	mRNA_9095
jgi|Aurli1|65028|gw1.14.464.1	scaffold_14	198529	198804	276	prediction	transcript	NA	NA	mRNA_9096
jgi|Aurli1|36567|fgenesh1_pg.14_#_43	scaffold_14	199693	200677	985	prediction	transcript	NA	NA	mRNA_9097
jgi|Aurli1|36568|fgenesh1_pg.14_#_44	scaffold_14	205259	205576	318	prediction	transcript	NA	NA	mRNA_9098
